64181332bb83af8a251af58f,https://m.facebook.com/story.php?story_fbid=pfbid0297hrzCbJN21oLb14KGFGotoaKrHWXbWw4GftTWQAsHYL1x9uaD7CvY8TMS3aEUEVl&id=100015238819131,facebook.com/100015238819131_1662922607559017_s1662922607559017,64180d7eda969e8c2557166d,2023-03-01T08:02:54.021Z,2023-03-23T08:06:04.422Z,NÍN NHỊN KẺ ĐANG TÌM CÁCH THÔN TÍNH LÃNH THỔ QUỐC GIA ĐỒNG NGHĨA QUY PHỤC,"Cuối cùng thì Chương trình Thời sự 12h00 trưa nay (ngày 14/3/2023) của VTV1 cũng có mẫu tin về sự kiện 64 chiến sĩ Hải quân Việt Nam bị Quân đội Trung Quốc sát hại dã man khi các chiến sĩ của chúng ta đang làm nhiệm vụ ở bãi đá Gạc Ma thuộc quần đảo Trường Sa của Việt Nam cách đây 35 năm (thời gian đưa tin từ 12h02 - 12h04)..        Điều đáng buồn và phải bàn là mẫu tin được biên tập theo hình thức “trên không khăn, dưới không khố”. Vì vậy những ai theo dõi chỉ biết “... tối qua Lễ tưởng niệm những người hy sinh cao cả để bảo vệ chủ quyền của Tổ quốc trên Biển Đông đã được tổ chức trang trọng tại Khu tưởng niệm Chiến sĩ Gạc Ma tỉnh Khánh Hòa ...”. Mà không hề biết buổi Lễ do cơ quan nào tổ chức, không biết đại biểu tới dự là những ai*, không thấy có ai phát biểu và cũng không hề có hình ảnh hoạt động chính của buổi Lễ. Trong khi đó, hình ảnh kèm theo bản tin có nguyên Chủ tịch nước Trương Tấn Sang, nguyên Phó thủ tướng Trương Hòa Bình, Bí thư Tỉnh ủy Khánh Hòa dâng hương tại Đài tưởng niệm..      Không những vậy, trong toàn bộ mẫu tin này chỉ nói 64 chiến sĩ đã hi sinh anh dũng mà không hề có một từ nào nhắc đến quân đội Trung Quốc đã sát hại họ..      Một điều bất thường nữa, mặc dù có nguyên lãnh đạo cấp cao của Nhà nước và đương kim Bí thư Tỉnh Ủy tỉnh Khánh Hòa tới dự, nhưng không hề đưa tin các vị này phát biểu trong buổi Lễ mà chỉ đưa hình ảnh (bên lề buổi Lễ) phỏng vấn con gái Liệt sĩ, Anh hùng LLVTND Trần Văn Phương và vợ Liệt sĩ Đinh Ngọc Doanh (những chiến sĩ hy sinh ở Gạc Ma ngày 14/3/1988)..      Chẳng lẽ trong buổi Lễ trang trọng, linh thiêng như vậy mà các vị nguyên lãnh đạo nhà nước và lãnh đạo tỉnh Khánh Hòa có mặt tại buổi Lễ không được thể hiện cảm xúc bằng lời?.      Chẳng lẽ trong buổi Lễ linh thiêng, trang trọng như vậy mà các vị nguyên lãnh đạo cấp cao của Nhà nước, lãnh đạo tỉnh Khánh Hòa không được phép thể hiện một lời cảm xúc bằng lời?.      Chẳng lẽ trước một sự kiện thiêng liêng như vậy nhưng chúng ta vẫn phải né tránh đụng chạm tới Trung Quốc – kẻ đã thôn tính toàn bộ quần đảo Hoàng Sa và một phần quần đảo Trường Sa của Việt Nam; kẻ đã cho quân đội sát hại dã man 64 chiến sĩ Hải quân Việt Nam ở Gạc Ma? .      Vẫn biết, trước một láng giềng hùng mạnh và luôn có dã tâm thôn tính lãnh thổ của lân bang thì phải mền dẻo. Nhưng mềm dẻo hoàn toàn không đồng nghĩa với nín nhịn. Bởi, nín nhịn kẻ đang tìm cách thôn tính lãnh thổ của quốc gia là đồng nghĩa quy phục. . .      * Báo Tiền phong và một số báo khác có đăng tin buổi Lễ do Tỉnh ủy, HĐND, UBND và Ủy ban Mặt trận Tổ quốc (MTTQ) tỉnh Khánh Hoà tổ chức. Đồng thời đăng nguyên Chủ tịch nước Trương Tấn Sang, nguyên Phó Thủ tướng Chính phủ Trương Hoà Bình, lãnh đạo tỉnh Khánh Hòa tới dự buổi Lễ.",64181331bb83af8a251af58e,100015238819131_1662922607559017_s1662922607559017
64181332c81381ee587d6f5e,https://m.facebook.com/story.php?story_fbid=pfbid02VRs4gafycSHfqExwP7knW4EgaLZjTkbPjsAJf1wmAp5Bt8Vnb3Ugf4RQvgZSwuRal&id=100002999510575,facebook.com/100002999510575_5671050746338186_s5671050746338186,64180d7eda969e8c25571673,2023-03-02T08:02:54.130Z,2023-03-20T08:02:54.130Z,Nguyễn Vũ Bình is with Nguyễn Xuân Nghĩa and 6 others.,"Thầy Thích Vĩnh Phước đã bị mất kiểm soát cả hai nick facebooks, Thầy nhờ tôi thông báo để mọi người biết, tránh những sự đáng tiếc xảy ra. .Trân trọng,",64181331c81381ee587d6f5d,100002999510575_5671050746338186_s5671050746338186
64181332c81381ee587d6f61,https://m.facebook.com/story.php?story_fbid=pfbid0BbyP99VkAoetSeGwDknaiRPmoqPEFDA5DzRJ2vHZAsk91yb45pJgm8h7Bapr3tNAl&id=100076609391738,facebook.com/100002999510575_75_1679042550_1679042550_520896560776054073__760163885683288,64180d7eda969e8c25571673,2023-03-03T08:02:54.332Z,2023-03-20T08:02:54.332Z,Nguyễn Xuân Nghĩa is with Nga Xuan Nghia and 7 others.,null,64181332c81381ee587d6f60,100002999510575_75_1679042550_1679042550_520896560776054073__760163885683288
64181332bb83af8a251af591,https://m.facebook.com/story.php?story_fbid=pfbid02KKd9nfFn87yswhY8QA7drq9zet8A5jW2ihsjpALFjqWrth7zG6eUcsZR8qGtGPZJl&id=100015238819131,facebook.com/100015238819131_1662378660946745_s1662378660946745,64180d7eda969e8c2557166d,2023-03-04T08:02:54.288Z,2023-03-20T08:02:54.288Z,HÒA GIẢI TRONG BANG GIAO NHƯNG KHÔNG ĐƯỢC PHÉP QUÊN LỊCH SỬ,"Đầu thập niên 1990, để thoát khỏi  tình cảnh bị cô lập, Việt Nam đưa ra quan điểm đối ngoại với các cựu thù ""khép lại quá khứ, hướng tới tương lai"". Quan điểm này đến nay vẫn có những cách hiểu và vận dụng khác nhau..      Với người viết bài thì cho rằng cần phải hiểu quan điểm trên đây dưới góc độ xóa bỏ hận thù, vượt qua rào cản ý thức hệ, xây dựng sự tin cậy giữa các quốc gia từng là thù địch của nhau. Nhưng không được phép quên lịch sử. Chỉ có như vậy mới là người vừa biết trân trọng lịch sử vừa có trách nhiệm với lợi ích hiện tại và tương lai của quốc gia dân tộc..      Với quan điểm đó, hận thù giữa những người ""đồng chí"" Việt Nam - Trung Quốc dần dần được tháo gỡ. Không những vậy, lúc hứng chí nhiều người còn tung hô xây dựng quan hệ Việt - Trung theo ""phương châm 4 tốt, 16 chữ vàng""..      Cũng với quan điểm đó, Việt Nam đã cùng với các cựu thù như Pháp, Mỹ, Nhật, Hàn, Australia... không những vượt qua hận thù mà còn vượt qua sự khác biệt về ý thức hệ để trở thành đối tác tin cậy của nhau. Xem ra với những các  đối tác này, Việt Nam thể hiện được sự tự tin và thẳng thắn. Không những vậy, những quốc gia này không những không đe dọa độc lập, chủ quyền của Việt Nam mà còn thật tâm giúp Việt Nam vượt qua đói nghèo. Cho nên hàng năm, Việt Nam không những tự tin mà còn kiêu hãnh tổ chức kỷ niệm các sự kiện lịch sử trong các cuộc kháng chiến chống Pháp, chống Mỹ..      Với các ""đồng chí"" Phương Bắc thì lại khác. Để giữ hòa khí với ông Bành Tổ này, hầu như Việt Nam luôn phải né tránh nhắc lại các sự kiện Trung Quốc đưa quân thôn tính quần đảo Hoàng Sa của Việt Nam vào năm 1956 và 1974; Cuộc chiến tranh Trung Quốc xâm lược Việt Nam (1979 - 1989); sự kiện Trung Quốc dùng tàu chiến và vũ khí hạng nặng tàn sát dã man 64 chiến sĩ hải quân Việt Nam trong tay chỉ có xẻng, cuốc chim, súng tiểu liên và không hề gây chiến, đang làm nhiệm vụ khẳng định chủ quyền ở bãi đá Gạc Ma thuộc quần đảo Trường Sa của Việt Nam ngày 14/3/1988..       Ngày mai, vừa tròn 35 năm sự kiện quân Trung Quốc tàn sát 64 chiến sĩ  Hải quân Việt Nam anh hùng và quả cảm. Nhưng trong các tổ chức thuộc hệ thống nhà nước và Quân đội không hề có một hoạt kỷ niệm, tưởng nhớ sự kiện bi hùng của dân tộc. Không những vậy Đài Truyền hình Việt Nam, Đài tiếng nói Việt Nam; các báo Nhân dân, Quân đội nhân dân, Công an nhân dân ... không hề có một dòng, một mẫu tin nào về sự kiện ngày 14/3..      Phải chăng, trong quan hệ với Trung  Quốc khi thực hiện quan điểm ""khép lại quá khứ"" là Việt Nam phải quên đi những sự kiện lịch sử và tội ác trong các lần họ đưa quân xâm lược, thôn tính lãnh thổ của Việt Nam từ năm 1956 đến nay..      Nếu khép lại quá khứ theo kiểu như vậy là có tội với những người đã hy sinh vì Tổ quốc; có tội với tổ tiên, ông cha của chúng ta; có tội với lịch sử, có tội với dân tộc...      Ảnh: Ngày 12/3/2023, Ban liên lạc Bộ đội Trường Sa thành phố Đà Nẵng (giai đoạn 1984 - 1988) tổ chức Lễ dâng hương, tưởng niệm 35 năm sự kiện Gạc Ma, tri ân 64 liệt sĩ đã hy sinh vào ngày 14/3/1988.",64181331bb83af8a251af58e,100015238819131_1662378660946745_s1662378660946745
64181332c81381ee587d6f63,https://m.facebook.com/story.php?story_fbid=pfbid0kn33xWn2M8ffjBdospm5A3TYpgTk5LyqPbrNSrbMz3xpqtyQZdbTMnrB68RewEktl&id=100015238819131,facebook.com/100015238819131_1660954034422541_s1660954034422541,64180d7eda969e8c2557166d,2023-03-05T08:02:54.464Z,2023-03-20T08:02:54.464Z,"CON KHOE CỦA, CẢ MỘT ĐƯỜNG DÂY THAM NHŨNG LỘ MẶT","Theo báo tuổi trẻ, Trung tâm Báo cáo và Phân tích giao dịch tài chính trực thuộc Chính phủ Indonesia vừa công bố trước công luận, từ năm 2009 đến 2023, nhiều quan chức Bộ Tài chính quốc gia này đã thực hiện các giao dịch khả nghi, tổng trị giá 300.000 tỉ rupiah (khoảng 20 tỉ USD, tương đương 460.000 tỉ đồng Việt Nam)..      Vụ việc được phát hiện sau khi con trai ông Rafael Alun Trisambodo - một quan chức trong ngành Tài chính Indonesia khoe khoang sự giàu có của gia đình mình trên mạng xã hội nào là mô tô Harley Davidson, nào là xe jeep Wrangler Rubicon.      Dư luận quốc gia Vạn Đảo lập tức đặt nghi vấn vì sao một quan chức nhỏ như ông Trisambodo có thể sở hữu những món đồ xa xỉ như vậy..      Trung tâm Báo cáo và Phân tích giao dịch tài chính trực thuộc Chính phủ Indonesia nhanh chóng điều tra vụ việc. .      Ngày 7/3, Trung tâm này công bố phát hiện hơn 500 tỉ rupiah (766 tỉ đồng) trong 40 tài khoản ngân hàng có liên kết với ông Trisambodo và gia đình..       Nếu ông Rafael Alun Trisambodo sống ở Việt Nam sẽ chối và thoát tội đơn giản. Rằng khối tài sản mà ông có được là do ông chăm chỉ nuôi lợn, buôn chổi chít..      Ngược lại nếu quan chức Việt Nam sống ở Indonesia thì không biết nhà tù đâu giam cho hết quan chức tham nhũng, khi vô số quan chức chỉ với đồng lương công chức nhưng tậu hết biệt thự này đến biệt phủ kia, con cháu đều lũ lượt ra nước ngoài học tập.",64181331bb83af8a251af58e,100015238819131_1660954034422541_s1660954034422541
64181333c81381ee587d6f65,https://m.facebook.com/story.php?story_fbid=pfbid02o8YkRrwFDVZEvZqkadzKinkrxwPJAPQ6Pj6La2sqeEBaRb4QqGatoE5RHfR42T35l&id=100076609391738,facebook.com/100002999510575_75_1678840794_1678840794_1091168083200501513__5662211273888800,64180d7eda969e8c25571673,2023-03-06T08:02:54.591Z,2023-03-20T08:02:54.591Z,Nguyễn Xuân Nghĩa is with Nga Xuan Nghia and 6 others.,"SÁCH ĐỎ..Những con bò tót, voi rừng, tê giác.đã được ghi tên vào sách đỏ quốc gia.Vì như thế chúng thả sức tự tung tự tác.húc chết bò dân và tàn phá cửa nhà.Nếu giết nó thì dân mang tội.Thương mế, thương em, thương những cựu binh già.Súng kíp trong tay, lòng luống xót xa.Nhìn cái ác nhởn nhơ mà bất lực.Vì: ...........................................................................................Hình: Nhà thơ Phạm Xuân Trường, tác giả và thầy giáo Vũ Văn Hùng sau lễ vĩnh biệt nhà văn Trần Huy Quang tại Hà Nội",64181332c81381ee587d6f60,100002999510575_75_1678840794_1678840794_1091168083200501513__5662211273888800
64181333bb83af8a251af595,https://m.facebook.com/story.php?story_fbid=pfbid03tDCCySg1tMKe8nnUHhR8n4krdRMcgeGGyPFtQPQdCC5m8MPnGdWTezP2HJEtUP3l&id=100015238819131,facebook.com/100015238819131_1659862311198380_s1659862311198380,64180d7eda969e8c2557166d,2023-03-07T08:02:54.628Z,2023-03-20T08:02:54.628Z,NỖI THỐNG KHỔ CỦA NGÀNH Y NHÌN TỪ NÚT THẮT THỂ CHẾ,"Mấy năm nay, các bài phản biện rất ít báo dám đăng, nên tôi không viết bài gửi báo nữa. Tuy nhiên, mấy anh bạn nhà báo vẫn động viên không viết nhiều thì thỉnh thoảng viết bài, kẻo để lâu ngòi bút bị gỉ sét. Nhưng, họ cũng không quên nhắc nhở chỉ phản biện nhẹ nhàng, nếu nặng nề quá là không thể đăng được. Trong bối cảnh Ngành Y tế đang lâm vào khủng hoảng do sự bất cập của các văn bản quy phạm pháp luật, máu của kẻ hay lý lẽ trổi dậy, và tôi đã có bài viết ""Nỗi thống khổ Ngành Y nhìn từ nút thắt thể chế"" đăng ở TuanVietnam của báo VietNamNet ngày 9/3/2023. Xin mời các anh chị cùng bạn bè cung bàn luận. Dưới đây là đường link bài báo.",64181331bb83af8a251af58e,100015238819131_1659862311198380_s1659862311198380
64181333c81381ee587d6f67,https://m.facebook.com/story.php?story_fbid=pfbid02cyU89SFokPxXWRJGSYfiVLWQpejpGyia2JTQLvAhMj4fTX9TAMbCvyNnrQK6kgTvl&id=100076609391738,facebook.com/100002999510575_75_1678459497_1678459497_186671079731880717__5647743218668939,64180d7eda969e8c25571673,2023-03-08T08:02:54.894Z,2023-03-20T08:02:54.894Z,Nguyễn Xuân Nghĩa is with Nguyễn Nguyên Bình and 6 others.,null,64181332c81381ee587d6f60,100002999510575_75_1678459497_1678459497_186671079731880717__5647743218668939
64181333bb83af8a251af597,https://m.facebook.com/story.php?story_fbid=pfbid02p3WoevLqdi9KnHSsuBNeP6FhkxREDRps9L9Aa7bGQvnrj6okgUQeM3FJVi8aGrYZl&id=100015238819131,facebook.com/100015238819131_1658065724711372_s1658065724711372,64180d7eda969e8c2557166d,2023-03-20T08:02:54.992Z,2023-03-20T08:02:54.992Z,TẬP CẬN BÌNH THÂU TÓM QUYỀN LỰC TUYỆT ĐỐI.,"Kỳ họp Quốc hội Trung Quốc bắt đầu từ ngày 5/3/2023, là nấc thang mang tính biểu tượng về quá trình thâu tóm quyền lực của Tập Cận Bình..      Nhà lãnh đạo này đã thay đổi hoàn toàn Đảng Cộng sản Trung Quốc, tự đặt mình vào vị trí hạt nhân và không ai thậm chí có một cơ hội xa vời nào, có thể thách thức ông ta..      Sự thể hiện rõ ràng nhất sẽ là chuyển biến nhân sự được công bố trong phiên họp chính trị thường niên này, sẽ được 3.000 đại biểu quốc hội thông qua..      Người sẽ thay thế ông Lý Khắc Cường làm thủ tướng là Lý Cường, nắm giữ vị trí quyền lực thứ hai, chỉ sau Tập Cận Bình được cho là trung thành tuyệt đối với Tập..      Tại Đại hội Đảng Cộng sản Trung Quốc tháng 10/2022, với việc ra mắt Ban Thường vụ Bộ Chính trị mới gồm bảy thành viên đồng nghĩa nhóm quyền lực mạnh nhất ở quốc gia này hiện đều là những người trung thành với ông Tập..       Tại kỳ họp Quốc hội lần này, những người đứng đầu các ngành và vị trí bộ trưởng sẽ được thay thế. Tất cả họ đều được cho sẽ cùng một nhóm chính trị chung. Có thể nói rằng chỉ cốt quyền lực của Mao Trạch Đông trước đây mới sánh được với quyền lực của Tập Cận Bình hiện nay.",64181331bb83af8a251af58e,100015238819131_1658065724711372_s1658065724711372
64181333c81381ee587d6f69,https://m.facebook.com/story.php?story_fbid=pfbid02woMNJBNjGYgzXckoeFnWTxLCEkQkyDdXuo9XtUgu5yrjCUj6PkiyXUYsQGN2GueSl&id=100002999510575,facebook.com/100002999510575_5644886115621316_s5644886115621316,64180d7eda969e8c25571673,2023-03-20T08:02:55.111Z,2023-03-20T08:02:55.111Z,Vậy là sau này mất đất cấm kêu nhá các con,null,64181331c81381ee587d6f5d,100002999510575_5644886115621316_s5644886115621316
